ID	Name	(P40, WT) / (E14_5, WT)	(P40, WT) / (E14_5, WT).1
C222_HILIC	3-Sulfamoylalanine	-2.430000000000000	0.003555658608196790000000000000
C233_HILIC	Homo-L-arginine	-5.040000000000000	0.000000000022503711856932300000
C191_HILIC	2-Amino-3-butenoic acid	-3.130000000000000	0.000012655384851444700000000000
C217_HILIC	N-(4-Hydroxybutanoyl)glycine	-1.940000000000000	0.000014729038190149300000000000
C278_HILIC	N-Tridecanoylglycine	-2.570000000000000	0.004213736741620520000000000000
A033_HILIC	6-Oxo-pipecolinic acid	-4.090000000000000	0.000000651646891720994000000000
C200_HILIC	Pentahomoserine	-2.320000000000000	0.000031417791543685700000000000
C301_HILIC	N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine	-2.430000000000000	0.000000031349011897545900000000
C250_HILIC	N-(tert-Butoxycarbonyl)-L-leucine	-4.130000000000000	0.000000000033251809242581700000
B175_HILIC	4-Dodecylbenzenesulfonic acid	-2.860000000000000	0.000011969194156700800000000000
C227_HILIC	3,3'-Thiobispropanoic acid	-2.670000000000000	0.000000002850726190682860000000
C286_HILIC	ophthalmic acid	-2.880000000000000	0.000005936237440517170000000000
A112_HILIC	PC	-2.740000000000000	0.000000026488559346453100000000
C265_HILIC	Asp-Asp	0.860000000000000	0.000840108939979304000000000000
C273_HILIC	glu-asp	-1.830000000000000	0.000000248083454331627000000000
C277_HILIC	threonylphenylalanine	-1.950000000000000	0.025517780598867200000000000000
B151_HILIC	Valylproline	-2.730000000000000	0.000000022617831298101900000000
C224_HILIC	Hydantoin-5-propionic acid	-1.230000000000000	0.000000121457471220424000000000
C292_HILIC	glycidyl oleate	-0.730000000000000	0.020236007850974800000000000000
c363_HILIC	L-Hexanoylcarnitine	-5.140000000000000	0.000000000091927506876540300000
c378_HILIC	trans-2-Tetradecenoylcarnitine	-1.550000000000000	0.001127229762334320000000000000
B179_HILIC	Erucamide	-4.200000000000000	0.000005867961376028580000000000
C291_HILIC	(2E,4Z)-N-Isobutyl-2,4-octadecadienamide	-2.840000000000000	0.000265296746756569000000000000
B123_HILIC	2-Hydroxycaproic acid	-1.870000000000000	0.004138779007941230000000000000
B152_HILIC	12-Aminododecanoic acid	-2.770000000000000	0.000190446854293984000000000000
C334_HILIC	1-[(9Z)-octadec-9-enoyl]-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)	-3.370000000000000	0.000064272469651967700000000000
C335_HILIC	1-palmitoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	-3.500000000000000	0.000000000023959792931045100000
C306_HILIC	1-Palmitoyl-2-hydroxy-sn-glycero-3-PE	-1.280000000000000	0.000073182338952094000000000000
C336_HILIC	1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine	-1.270000000000000	0.024793036445828700000000000000
C312_HILIC	1-Stearoyl-2-hydroxy-sn-glycero-3-PE	-1.500000000000000	0.000262659892160143000000000000
C332_HILIC	1-tetradecanoyl-2-[(9Z)-octadecenoyl]-sn-glycero-3-phosphocholine	-3.860000000000000	0.000000000126796218705686000000
C330_HILIC	1-tetradecanoyl-2-[(9Z,12Z,15Z)-octadecatrienoyl]-sn-glycero-3-phosphocholine	-6.540000000000000	0.000000000003299087854754150000
C328_HILIC	PC(14:0/14:0)	-7.590000000000000	0.000000000003299087854754150000
C340_HILIC	PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))	-1.920000000000000	0.000000000004012481168580920000
C339_HILIC	PC(o-16:0/20:4(8Z,11Z,14Z,17Z))	-1.660000000000000	0.005120110120014490000000000000
C338_HILIC	PS(18:0/16:1(9Z))	-4.420000000000000	0.000000006172510948703800000000
B188_HILIC	Palmitoyl sphingomyelin	-3.440000000000000	0.000005709822348985460000000000
C285_HILIC	1-Methylinosine	-3.750000000000000	0.000000002047364704352660000000
C284_HILIC	1-Methyladenosine	-1.260000000000000	0.000157316348627154000000000000
C326_HILIC	CMP-sialic acid	0.550000000000000	0.038886186312096500000000000000
B168_HILIC	N2-Methylguanosine	-3.650000000000000	0.000000000159648192718434000000
B165_HILIC	Orotidine	-2.800000000000000	0.000000000010007434597315400000
C325_HILIC	GDP-fucose	0.350000000000000	0.038811847527729300000000000000
C214_HILIC	delta-guanidinovaleric acid	-4.530000000000000	0.000000006201731183838610000000
A001_RP	L-(+)-Alanine	-1.900000000000000	0.000001151844390660010000000000
A044_RP	NG,NG-dimethylarginine	-1.530000000000000	0.000014588013152675500000000000
a076_RP	NG-Methyl-L-arginine	-5.230000000000000	0.000000000006654111224288760000
B082_RP	Creatine	0.770000000000000	0.000041185643085016800000000000
A047_RP	Phosphocreatine	-5.490000000000000	0.000000027897343839773100000000
a074_RP	Putrescine	-4.370000000000000	0.000000000002733859650289180000
A024_RP	Spermidine	-1.050000000000000	0.004874925365142200000000000000
A019_RP	L-(-)-Asparagine	-1.120000000000000	0.003231483602229810000000000000
B087_RP	L-Cysteinesulfinic acid	-3.200000000000000	0.020314747358710700000000000000
A027_RP	L-(+)-Glutamic acid	0.990000000000000	0.000001565672500342120000000000
A010_RP	Betaine	-3.650000000000000	0.000000002905587924733490000000
A009_RP	Guanidineacetic acid	0.760000000000000	0.034713084413387100000000000000
A035_RP	3-Methyl-L-histidine	-1.730000000000000	0.000115523729857079000000000000
A017_RP	L-(+)-Isoleucine	-1.290000000000000	0.003752997304330900000000000000
A018_RP	L-Leucine	-1.000000000000000	0.002086518905648320000000000000
A026_RP	L-(+)-Lysine	-1.140000000000000	0.000262346248243882000000000000
B093_RP	N6,N6,N6-Trimethyl-L-lysine	0.790000000000000	0.010654656599889200000000000000
B081_RP	Pipecolic acid	-4.000000000000000	0.000001147809009980280000000000
B086_RP	Methionine	-0.940000000000000	0.003789542923286410000000000000
A065_RP	S-(5'-Adenosyl)-L-methionine (SAM)	-1.700000000000000	0.000000380899601536455000000000
A016_RP	Hydroxy-L-proline	-5.000000000000000	0.000000000032444933264864000000
A007_RP	L-Proline	-2.780000000000000	0.000000115200107989828000000000
A005_RP	Hypotaurine	-4.310000000000000	0.000000000017125436871070700000
A013_RP	Taurine	-0.460000000000000	0.009880502333149540000000000000
A012_RP	Threonine	-3.560000000000000	0.000000000002960668747202060000
A046_RP	L-Kynurenine	-4.540000000000000	0.000023809953142077000000000000
A045_RP	L-Tryptophan	-2.290000000000000	0.000013120608239073100000000000
A038_RP	L-Citrulline	-1.830000000000000	0.000003431331835243120000000000
A020_RP	L-Ornithine	-1.600000000000000	0.000322586773979928000000000000
B107_RP	Adenosine diphosphate (ADP)	-3.170000000000000	0.000000169538745015946000000000
A043_RP	Gluconic acid	-2.920000000000000	0.000000000011959502016163200000
A039_RP	D-(+)-Glucose	0.970000000000000	0.000561822740075040000000000000
A033_RP	L-Carnitine	-0.440000000000000	0.041902255535959700000000000000
B096_RP	Propionylcarnitine	-3.210000000000000	0.000000145236090712790000000000
A059_RP	5-Deoxy-5'-(methylthio) adenosine (MTA)	-1.660000000000000	0.000039815931625881800000000000
A060_RP	Thymidine 5'-monophosphate (5'-TMP)	-1.650000000000000	0.000012363323026659800000000000
B110_RP	UDP-N-acetylglucosamine	-1.450000000000000	0.000006904999385761250000000000
A071_RP	Uridine 5'-diphosphate glucose	-1.080000000000000	0.000174853957983171000000000000
A031_RP	Allantoin	-1.320000000000000	0.009055345389186700000000000000
C123_RP	acetyltaurine	-2.390000000000000	0.000000245693655609683000000000
B095_RP	Acetylarginine	0.750000000000000	0.039001167400210600000000000000
C140_RP	N-Undecanoylglycine	-2.280000000000000	0.005908930428020550000000000000
C137_RP	N-(tert-Butoxycarbonyl)-L-leucine	-4.220000000000000	0.000000000024857093128013900000
C139_RP	5-(Phosphonooxy)-L-lysine	-3.250000000000000	0.000000000002281058225189310000
C127_RP	N~6~,N~6~-Dimethyllysine	-2.680000000000000	0.000000742937753804174000000000
C117_RP	Stachydrine	-3.910000000000000	0.000004541370243471570000000000
C125_RP	Guanidinoethyl Sulfonate	-2.660000000000000	0.000007287907218557980000000000
B089_RP	N-Acetylornithine	-1.220000000000000	0.014392027399257100000000000000
B088_RP	Isophthalic acid	-1.960000000000000	0.000065546516150916700000000000
c172_RP	alpha-Ketoglutaric acid	-1.940000000000000	0.000000115200107989828000000000
c185_RP	(R)-3-hydroxybutyrylcarnitine	-1.860000000000000	0.000004641451701350510000000000
C144_RP	2-methylbutyrylcarnitine	-2.240000000000000	0.002285161092694700000000000000
c204_RP	3, 5-Tetradecadiencarnitine	-5.840000000000000	0.000000098620665793907600000000
C136_RP	butyrylcarnitine	-3.500000000000000	0.000010653517437517300000000000
C151_RP	cis-5-Tetradecenoylcarnitine	-1.640000000000000	0.001165167466674490000000000000
c201_RP	decanoylcarnitine	-3.160000000000000	0.000000216054450708017000000000
B098_RP	Hexanoylcarnitine	-5.140000000000000	0.000000000095696815856254200000
C143_RP	Isovalerylcarnitine	-1.820000000000000	0.002896775132276910000000000000
c197_RP	Octanoylcarnitine	-4.590000000000000	0.000000122535868619797000000000
B106_RP	Palmitoylcarnitine	0.820000000000000	0.013488841497728000000000000000
B079_RP	3-Hydroxybutyric acid	-3.740000000000000	0.008887543868724850000000000000
B108_RP	Glycerophospho-N-palmitoyl ethanolamine	-1.290000000000000	0.000101032768875513000000000000
C161_RP	L-alpha-lysophosphatidylcholine	-1.670000000000000	0.000000098620665793907600000000
C116_RP	Phosphoryethanolamine	-0.560000000000000	0.000067300743309565800000000000
C155_RP	uridine 5′-diphosphate	-1.550000000000000	0.000000645449848741987000000000
